Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Admin_Unit_Name,Month,Month_Name,Season,Observation_Time_Bin,Distance_Approx_m,Watchlist_Flag
NACE,NACE-2,NACE Site 3,NACE-P01,Grassland,2023,2023-05-21,05:20:00,05:29:00,S. Patel,2,0-2.5 min,Visualization,50 - 100 Meters,False,Undetermined,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,65.3,72.0,Fog/Mist,Light breeze (4-7 mph),No effect on count,3,National Capital East Parks,5,May,Spring,Early Morning (<7am),75.0,Not Listed
NACE,NACE-1,NACE Site 3,NACE-P04,Grassland,2023,2023-07-18,09:20:00,09:31:00,J. Chen,3,2.5-5 min,Non-vocal,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,66.6,88.0,Light Rain,Gentle breeze (8-12 mph),Moderate effect on count,2,National Capital East Parks,7,Jul,Summer,Late Morning (9-11am),25.0,Not Listed
NACE,NACE-2,NACE Site 2,NACE-P06,Grassland,2022,2022-04-18,08:15:00,08:25:00,K. Osei,2,7.5-10 min,Visualization,50 - 100 Meters,False,Female,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,56.3,43.0,Partly Cloudy,Light air (1-3 mph),Slight effect on count,2,National Capital East Parks,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
NACE,NACE-2,NACE Site 1,NACE-P06,Grassland,2024,2024-07-12,07:15:00,07:23:00,M. Okafor,1,0-2.5 min,Singing,> 100 Meters,False,Male,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,68.8,42.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,4,National Capital East Parks,7,Jul,Summer,Morning (7-9am),125.0,Not Listed
NACE,NACE-1,NACE Site 3,NACE-P02,Grassland,2022,2022-07-02,05:15:00,05:24:00,L. Martin,1,2.5-5 min,Calling,50 - 100 Meters,False,Female,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,68.7,72.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,National Capital East Parks,7,Jul,Summer,Early Morning (<7am),75.0,Not Listed
NACE,NACE-2,NACE Site 3,NACE-P03,Grassland,2023,2023-05-12,08:40:00,08:49:00,M. Okafor,2,7.5-10 min,Calling,50 - 100 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,67.5,65.0,Fog/Mist,Light breeze (4-7 mph),No effect on count,4,National Capital East Parks,5,May,Spring,Morning (7-9am),75.0,Not Listed
NACE,NACE-1,NACE Site 2,NACE-P01,Grassland,2023,2023-07-14,05:10:00,05:20:00,K. Osei,1,0-2.5 min,Non-vocal,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,69.0,65.0,Cloudy/Overcast,Gentle breeze (8-12 mph),Slight effect on count,3,National Capital East Parks,7,Jul,Summer,Early Morning (<7am),75.0,At-Risk (Watchlist)
NACE,NACE-1,NACE Site 3,NACE-P04,Grassland,2023,2023-07-26,08:30:00,08:40:00,S. Patel,3,0-2.5 min,Non-vocal,<= 50 Meters,False,Undetermined,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,67.8,57.0,Cloudy/Overcast,Light breeze (4-7 mph),Slight effect on count,4,National Capital East Parks,7,Jul,Summer,Morning (7-9am),25.0,At-Risk (Watchlist)
NACE,NACE-1,NACE Site 3,NACE-P01,Grassland,2023,2023-04-22,07:15:00,07:24:00,L. Martin,3,2.5-5 min,Calling,50 - 100 Meters,False,Female,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,69.4,49.0,Clear,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,6,National Capital East Parks,4,Apr,Spring,Morning (7-9am),75.0,Not Listed
NACE,NACE-2,NACE Site 3,NACE-P06,Grassland,2022,2022-07-03,05:20:00,05:31:00,J. Chen,2,7.5-10 min,Non-vocal,<= 50 Meters,False,Female,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,72.7,50.0,Partly Cloudy,Light breeze (4-7 mph),Moderate effect on count,2,National Capital East Parks,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
NACE,NACE-3,NACE Site 3,NACE-P02,Grassland,2023,2023-07-05,08:50:00,09:00:00,S. Patel,1,7.5-10 min,Visualization,50 - 100 Meters,True,Undetermined,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,79.2,56.0,Partly Cloudy,Light breeze (4-7 mph),No effect on count,6,National Capital East Parks,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
PRWI,PRWI-1,PRWI Site 3,PRWI-P03,Grassland,2023,2023-04-26,09:20:00,09:30:00,J. Chen,3,0-2.5 min,Non-vocal,50 - 100 Meters,False,Undetermined,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,71.4,68.0,Fog/Mist,Gentle breeze (8-12 mph),Moderate effect on count,4,Prince William Forest Park,4,Apr,Spring,Late Morning (9-11am),75.0,At-Risk (Watchlist)
PRWI,PRWI-3,PRWI Site 3,PRWI-P02,Grassland,2024,2024-05-10,09:15:00,09:25:00,T. Nguyen,1,2.5-5 min,Calling,50 - 100 Meters,False,Male,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,82.2,61.0,Light Rain,Light air (1-3 mph),Slight effect on count,1,Prince William Forest Park,5,May,Spring,Late Morning (9-11am),75.0,At-Risk (Watchlist)
PRWI,PRWI-2,PRWI Site 3,PRWI-P05,Grassland,2021,2021-06-22,05:40:00,05:48:00,J. Chen,1,5-7.5 min,Non-vocal,<= 50 Meters,True,Undetermined,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,73.7,51.0,Clear,Light air (1-3 mph),Moderate effect on count,2,Prince William Forest Park,6,Jun,Summer,Early Morning (<7am),25.0,Not Listed
PRWI,PRWI-1,PRWI Site 1,PRWI-P07,Grassland,2022,2022-07-13,06:45:00,06:56:00,S. Patel,1,5-7.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,85.2,44.0,Fog/Mist,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Prince William Forest Park,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
PRWI,PRWI-1,PRWI Site 3,PRWI-P02,Grassland,2021,2021-04-08,08:00:00,08:08:00,S. Patel,2,2.5-5 min,Calling,> 100 Meters,True,Undetermined,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,86.0,61.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Prince William Forest Park,4,Apr,Spring,Morning (7-9am),125.0,Not Listed
PRWI,PRWI-3,PRWI Site 3,PRWI-P01,Grassland,2024,2024-06-18,07:15:00,07:24:00,L. Martin,2,0-2.5 min,Visualization,<= 50 Meters,False,Male,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,73.7,56.0,Partly Cloudy,Light air (1-3 mph),Moderate effect on count,7,Prince William Forest Park,6,Jun,Summer,Morning (7-9am),25.0,Not Listed
PRWI,PRWI-2,PRWI Site 2,PRWI-P07,Grassland,2021,2021-07-19,06:45:00,06:56:00,L. Martin,1,2.5-5 min,Singing,> 100 Meters,True,Male,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,64.2,56.0,Cloudy/Overcast,Light breeze (4-7 mph),Slight effect on count,1,Prince William Forest Park,7,Jul,Summer,Early Morning (<7am),125.0,Not Listed
PRWI,PRWI-1,PRWI Site 2,PRWI-P02,Grassland,2024,2024-04-08,05:20:00,05:30:00,M. Okafor,1,0-2.5 min,Visualization,> 100 Meters,False,Female,Northern Cardinal,Cardinalis cardinalis,179263,NPS-NOCA,NOCA,False,False,81.1,78.0,Clear,Light breeze (4-7 mph),Moderate effect on count,5,Prince William Forest Park,4,Apr,Spring,Early Morning (<7am),125.0,Not Listed
PRWI,PRWI-1,PRWI Site 3,PRWI-P02,Grassland,2021,2021-07-11,07:50:00,08:01:00,J. Chen,2,2.5-5 min,Calling,<= 50 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,81.0,60.0,Fog/Mist,Light air (1-3 mph),No effect on count,3,Prince William Forest Park,7,Jul,Summer,Morning (7-9am),25.0,Not Listed
PRWI,PRWI-1,PRWI Site 1,PRWI-P05,Grassland,2021,2021-05-16,06:40:00,06:49:00,R. Fischer,1,5-7.5 min,Calling,50 - 100 Meters,False,Female,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,60.2,41.0,Fog/Mist,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,4,Prince William Forest Park,5,May,Spring,Early Morning (<7am),75.0,Not Listed
PRWI,PRWI-3,PRWI Site 3,PRWI-P03,Grassland,2021,2021-07-18,07:45:00,07:56:00,A. Rivera,2,2.5-5 min,Visualization,50 - 100 Meters,True,Undetermined,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,68.3,70.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Prince William Forest Park,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
PRWI,PRWI-1,PRWI Site 1,PRWI-P05,Grassland,2024,2024-07-07,06:50:00,06:59:00,A. Rivera,2,2.5-5 min,Calling,<= 50 Meters,False,Female,Bobolink,Dolichonyx oryzivorus,179462,NPS-BOBO,BOBO,True,True,72.4,48.0,Cloudy/Overcast,Light air (1-3 mph),Slight effect on count,2,Prince William Forest Park,7,Jul,Summer,Early Morning (<7am),25.0,At-Risk (Watchlist)
PRWI,PRWI-3,PRWI Site 2,PRWI-P07,Grassland,2024,2024-05-18,08:15:00,08:24:00,T. Nguyen,1,0-2.5 min,Calling,<= 50 Meters,False,Female,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,78.1,41.0,Light Rain,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Prince William Forest Park,5,May,Spring,Morning (7-9am),25.0,Not Listed
PRWI,PRWI-2,PRWI Site 2,PRWI-P04,Grassland,2024,2024-07-22,08:10:00,08:21:00,J. Chen,1,2.5-5 min,Calling,<= 50 Meters,False,Female,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,72.0,68.0,Clear,Calm (< 1 mph) smoke rises vertically,No effect on count,3,Prince William Forest Park,7,Jul,Summer,Morning (7-9am),25.0,Not Listed
PRWI,PRWI-3,PRWI Site 1,PRWI-P01,Grassland,2024,2024-06-20,05:50:00,05:58:00,R. Fischer,1,7.5-10 min,Calling,<= 50 Meters,True,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,70.1,34.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,5,Prince William Forest Park,6,Jun,Summer,Early Morning (<7am),25.0,At-Risk (Watchlist)
PRWI,PRWI-2,PRWI Site 3,PRWI-P05,Grassland,2022,2022-06-15,09:50:00,10:00:00,R. Fischer,1,2.5-5 min,Visualization,50 - 100 Meters,True,Female,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,87.1,40.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Slight effect on count,3,Prince William Forest Park,6,Jun,Summer,Late Morning (9-11am),75.0,Not Listed
PRWI,PRWI-1,PRWI Site 2,PRWI-P01,Grassland,2021,2021-06-08,09:45:00,09:55:00,M. Okafor,2,0-2.5 min,Visualization,> 100 Meters,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,69.9,32.0,Clear,Light breeze (4-7 mph),No effect on count,2,Prince William Forest Park,6,Jun,Summer,Late Morning (9-11am),125.0,At-Risk (Watchlist)
PRWI,PRWI-2,PRWI Site 2,PRWI-P05,Grassland,2022,2022-05-21,06:30:00,06:38:00,T. Nguyen,1,2.5-5 min,Singing,<= 50 Meters,False,Undetermined,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,71.9,38.0,Clear,Light breeze (4-7 mph),No effect on count,5,Prince William Forest Park,5,May,Spring,Early Morning (<7am),25.0,Not Listed
PRWI,PRWI-2,PRWI Site 2,PRWI-P04,Grassland,2023,2023-04-23,08:40:00,08:49:00,K. Osei,2,0-2.5 min,Calling,<= 50 Meters,False,Female,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,71.2,64.0,Clear,Gentle breeze (8-12 mph),No effect on count,2,Prince William Forest Park,4,Apr,Spring,Morning (7-9am),25.0,At-Risk (Watchlist)
PRWI,PRWI-2,PRWI Site 2,PRWI-P06,Grassland,2022,2022-07-15,09:10:00,09:20:00,M. Okafor,3,7.5-10 min,Calling,50 - 100 Meters,False,Male,Barn Swallow,Hirundo rustica,178576,NPS-BARS,BARS,False,False,70.2,61.0,Cloudy/Overcast,Gentle breeze (8-12 mph),No effect on count,2,Prince William Forest Park,7,Jul,Summer,Late Morning (9-11am),75.0,Not Listed
PRWI,PRWI-3,PRWI Site 3,PRWI-P05,Grassland,2023,2023-06-10,08:50:00,09:01:00,A. Rivera,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,78.2,46.0,Cloudy/Overcast,Gentle breeze (8-12 mph),Slight effect on count,4,Prince William Forest Park,6,Jun,Summer,Morning (7-9am),75.0,At-Risk (Watchlist)
PRWI,PRWI-1,PRWI Site 3,PRWI-P07,Grassland,2021,2021-06-10,07:45:00,07:54:00,T. Nguyen,2,7.5-10 min,Calling,> 100 Meters,True,Female,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,60.8,59.0,Cloudy/Overcast,Gentle breeze (8-12 mph),Slight effect on count,2,Prince William Forest Park,6,Jun,Summer,Morning (7-9am),125.0,At-Risk (Watchlist)
PRWI,PRWI-1,PRWI Site 3,PRWI-P03,Grassland,2024,2024-07-21,08:15:00,08:23:00,S. Patel,1,0-2.5 min,Visualization,50 - 100 Meters,False,Female,American Robin,Turdus migratorius,178396,NPS-AMRO,AMRO,False,False,76.6,62.0,Cloudy/Overcast,Light air (1-3 mph),Slight effect on count,4,Prince William Forest Park,7,Jul,Summer,Morning (7-9am),75.0,Not Listed
PRWI,PRWI-3,PRWI Site 3,PRWI-P06,Grassland,2021,2021-05-04,07:20:00,07:29:00,S. Patel,2,0-2.5 min,Singing,> 100 Meters,False,Undetermined,Tufted Titmouse,Baeolophus bicolor,178420,NPS-TUTI,TUTI,False,False,66.9,70.0,Partly Cloudy,Light breeze (4-7 mph),Slight effect on count,3,Prince William Forest Park,5,May,Spring,Morning (7-9am),125.0,Not Listed
PRWI,PRWI-3,PRWI Site 1,PRWI-P06,Grassland,2024,2024-07-09,05:15:00,05:26:00,S. Patel,1,7.5-10 min,Non-vocal,<= 50 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,71.0,52.0,Fog/Mist,Light air (1-3 mph),Slight effect on count,1,Prince William Forest Park,7,Jul,Summer,Early Morning (<7am),25.0,At-Risk (Watchlist)
PRWI,PRWI-1,PRWI Site 1,PRWI-P04,Grassland,2021,2021-04-24,09:10:00,09:21:00,K. Osei,2,5-7.5 min,Calling,<= 50 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179269,NPS-EATO,EATO,True,True,68.1,63.0,Fog/Mist,Light breeze (4-7 mph),Moderate effect on count,2,Prince William Forest Park,4,Apr,Spring,Late Morning (9-11am),25.0,At-Risk (Watchlist)
PRWI,PRWI-3,PRWI Site 2,PRWI-P02,Grassland,2024,2024-07-09,08:50:00,08:58:00,L. Martin,3,2.5-5 min,Singing,<= 50 Meters,False,Female,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,74.2,39.0,Light Rain,Light air (1-3 mph),Moderate effect on count,4,Prince William Forest Park,7,Jul,Summer,Morning (7-9am),25.0,Not Listed
PRWI,PRWI-2,PRWI Site 2,PRWI-P07,Grassland,2023,2023-04-04,07:20:00,07:31:00,A. Rivera,2,0-2.5 min,Calling,> 100 Meters,True,Female,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,74.6,63.0,Fog/Mist,Light air (1-3 mph),Slight effect on count,2,Prince William Forest Park,4,Apr,Spring,Morning (7-9am),125.0,At-Risk (Watchlist)
PRWI,PRWI-2,PRWI Site 2,PRWI-P02,Grassland,2021,2021-05-12,08:20:00,08:28:00,J. Chen,1,7.5-10 min,Calling,50 - 100 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,74.6,67.0,Fog/Mist,Light breeze (4-7 mph),Moderate effect on count,2,Prince William Forest Park,5,May,Spring,Morning (7-9am),75.0,Not Listed
PRWI,PRWI-1,PRWI Site 3,PRWI-P02,Grassland,2023,2023-05-07,09:50:00,09:58:00,T. Nguyen,1,0-2.5 min,Non-vocal,<= 50 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,178353,NPS-WOTH,WOTH,True,True,85.7,77.0,Clear,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,1,Prince William Forest Park,5,May,Spring,Late Morning (9-11am),25.0,At-Risk (Watchlist)
PRWI,PRWI-3,PRWI Site 1,PRWI-P03,Grassland,2021,2021-07-01,07:40:00,07:51:00,R. Fischer,2,2.5-5 min,Singing,50 - 100 Meters,False,Female,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,71.0,69.0,Cloudy/Overcast,Light breeze (4-7 mph),Moderate effect on count,2,Prince William Forest Park,7,Jul,Summer,Morning (7-9am),75.0,At-Risk (Watchlist)
PRWI,PRWI-3,PRWI Site 1,PRWI-P05,Grassland,2022,2022-06-23,06:40:00,06:51:00,K. Osei,1,0-2.5 min,Visualization,,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178447,NPS-CARW,CARW,False,True,74.5,50.0,Clear,Gentle breeze (8-12 mph),Slight effect on count,3,Prince William Forest Park,6,Jun,Summer,Early Morning (<7am),,Not Listed
PRWI,PRWI-2,PRWI Site 1,PRWI-P04,Grassland,2022,2022-05-11,07:50:00,08:01:00,M. Okafor,2,7.5-10 min,Calling,<= 50 Meters,True,Undetermined,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,75.1,69.0,Clear,Light air (1-3 mph),Moderate effect on count,2,Prince William Forest Park,5,May,Spring,Morning (7-9am),25.0,Not Listed
PRWI,PRWI-1,PRWI Site 1,PRWI-P03,Grassland,2023,2023-04-24,05:20:00,05:30:00,S. Patel,2,0-2.5 min,Calling,<= 50 Meters,False,Female,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,78.0,58.0,Partly Cloudy,Light air (1-3 mph),No effect on count,5,Prince William Forest Park,4,Apr,Spring,Early Morning (<7am),25.0,At-Risk (Watchlist)
PRWI,PRWI-1,PRWI Site 2,PRWI-P03,Grassland,2022,2022-06-11,06:45:00,06:56:00,K. Osei,3,0-2.5 min,Non-vocal,50 - 100 Meters,True,Undetermined,Scarlet Tanager,Piranga olivacea,179317,NPS-SCTA,SCTA,True,False,64.9,59.0,Fog/Mist,Light breeze (4-7 mph),Slight effect on count,2,Prince William Forest Park,6,Jun,Summer,Early Morning (<7am),75.0,At-Risk (Watchlist)
PRWI,PRWI-1,PRWI Site 1,PRWI-P04,Grassland,2023,2023-07-02,07:40:00,07:49:00,K. Osei,1,7.5-10 min,Non-vocal,> 100 Meters,False,Undetermined,Eastern Meadowlark,Sturnella magna,179545,NPS-EAME,EAME,True,True,80.9,85.0,Clear,Light breeze (4-7 mph),No effect on count,4,Prince William Forest Park,7,Jul,Summer,Morning (7-9am),125.0,At-Risk (Watchlist)
PRWI,PRWI-3,PRWI Site 1,PRWI-P07,Grassland,2021,2021-04-14,09:50:00,10:01:00,K. Osei,2,0-2.5 min,Non-vocal,50 - 100 Meters,False,Undetermined,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,78.3,67.0,Fog/Mist,Calm (< 1 mph) smoke rises vertically,No effect on count,2,Prince William Forest Park,4,Apr,Spring,Late Morning (9-11am),75.0,Not Listed
PRWI,PRWI-2,PRWI Site 3,PRWI-P05,Grassland,2024,2024-07-03,05:20:00,05:31:00,L. Martin,1,5-7.5 min,Non-vocal,50 - 100 Meters,True,Male,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,62.8,63.0,Light Rain,Gentle breeze (8-12 mph),Moderate effect on count,1,Prince William Forest Park,7,Jul,Summer,Early Morning (<7am),75.0,At-Risk (Watchlist)
PRWI,PRWI-2,PRWI Site 3,PRWI-P01,Grassland,2024,2024-05-12,09:30:00,09:41:00,J. Chen,3,5-7.5 min,Visualization,<= 50 Meters,False,Female,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,63.4,37.0,Partly Cloudy,Light breeze (4-7 mph),No effect on count,2,Prince William Forest Park,5,May,Spring,Late Morning (9-11am),25.0,Not Listed
PRWI,PRWI-2,PRWI Site 3,PRWI-P06,Grassland,2022,2022-05-22,07:10:00,07:20:00,L. Martin,1,2.5-5 min,Calling,> 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179328,NPS-INBU,INBU,False,True,88.0,86.0,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,2,Prince William Forest Park,5,May,Spring,Morning (7-9am),125.0,Not Listed
PRWI,PRWI-3,PRWI Site 3,PRWI-P06,Grassland,2021,2021-05-08,08:20:00,08:29:00,L. Martin,1,5-7.5 min,Non-vocal,> 100 Meters,False,Undetermined,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,82.2,90.0,Light Rain,Gentle breeze (8-12 mph),Moderate effect on count,6,Prince William Forest Park,5,May,Spring,Morning (7-9am),125.0,Not Listed
PRWI,PRWI-3,PRWI Site 2,PRWI-P04,Grassland,2022,2022-06-13,09:10:00,09:19:00,R. Fischer,1,0-2.5 min,Calling,50 - 100 Meters,False,Undetermined,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,84.8,64.0,Light Rain,Light breeze (4-7 mph),Slight effect on count,3,Prince William Forest Park,6,Jun,Summer,Late Morning (9-11am),75.0,Not Listed
PRWI,PRWI-1,PRWI Site 3,PRWI-P04,Grassland,2023,2023-05-04,08:20:00,08:29:00,J. Chen,1,7.5-10 min,Visualization,50 - 100 Meters,False,Undetermined,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,78.1,46.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Prince William Forest Park,5,May,Spring,Morning (7-9am),75.0,Not Listed
PRWI,PRWI-3,PRWI Site 1,PRWI-P07,Grassland,2022,2022-06-06,05:20:00,05:28:00,L. Martin,3,5-7.5 min,Calling,<= 50 Meters,False,Undetermined,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,77.5,36.0,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,4,Prince William Forest Park,6,Jun,Summer,Early Morning (<7am),25.0,Not Listed
PRWI,PRWI-1,PRWI Site 1,PRWI-P07,Grassland,2024,2024-07-09,05:00:00,05:11:00,S. Patel,1,0-2.5 min,Singing,> 100 Meters,False,Male,Red-winged Blackbird,Agelaius phoeniceus,179466,NPS-RWBL,RWBL,False,False,70.7,58.0,Clear,Gentle breeze (8-12 mph),No effect on count,2,Prince William Forest Park,7,Jul,Summer,Early Morning (<7am),125.0,Not Listed
PRWI,PRWI-1,PRWI Site 2,PRWI-P07,Grassland,2021,2021-05-21,08:40:00,08:50:00,R. Fischer,1,2.5-5 min,Singing,> 100 Meters,False,Female,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,71.5,45.0,Partly Cloudy,Light air (1-3 mph),Moderate effect on count,5,Prince William Forest Park,5,May,Spring,Morning (7-9am),125.0,At-Risk (Watchlist)
PRWI,PRWI-1,PRWI Site 3,PRWI-P05,Grassland,2024,2024-04-09,09:50:00,09:58:00,A. Rivera,1,5-7.5 min,Singing,> 100 Meters,False,Male,Downy Woodpecker,Dryobates pubescens,178196,NPS-DOWO,DOWO,False,False,79.3,67.0,Clear,Calm (< 1 mph) smoke rises vertically,No effect on count,3,Prince William Forest Park,4,Apr,Spring,Late Morning (9-11am),125.0,Not Listed
PRWI,PRWI-1,PRWI Site 2,PRWI-P02,Grassland,2024,2024-07-06,08:45:00,08:54:00,J. Chen,3,7.5-10 min,Visualization,<= 50 Meters,False,Female,Field Sparrow,Spizella pusilla,179218,NPS-FISP,FISP,True,True,64.3,61.0,Partly Cloudy,Gentle breeze (8-12 mph),No effect on count,3,Prince William Forest Park,7,Jul,Summer,Morning (7-9am),25.0,At-Risk (Watchlist)
PRWI,PRWI-3,PRWI Site 2,PRWI-P04,Grassland,2023,2023-07-13,07:45:00,07:56:00,S. Patel,3,2.5-5 min,Visualization,<= 50 Meters,False,Undetermined,Red-tailed Hawk,Buteo jamaicensis,175350,NPS-RTHA,RTHA,False,False,64.2,61.0,Fog/Mist,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,2,Prince William Forest Park,7,Jul,Summer,Morning (7-9am),25.0,Not Listed
PRWI,PRWI-3,PRWI Site 1,PRWI-P01,Grassland,2021,2021-07-11,05:10:00,05:19:00,R. Fischer,2,2.5-5 min,Calling,<= 50 Meters,False,Male,American Goldfinch,Spinus tristis,179243,NPS-AMGO,AMGO,False,False,66.4,58.0,Clear,Light air (1-3 mph),No effect on count,1,Prince William Forest Park,7,Jul,Summer,Early Morning (<7am),25.0,Not Listed
PRWI,PRWI-3,PRWI Site 3,PRWI-P01,Grassland,2023,2023-04-07,05:00:00,05:10:00,S. Patel,2,7.5-10 min,Visualization,> 100 Meters,True,Undetermined,Song Sparrow,Melospiza melodia,179231,NPS-SOSP,SOSP,False,False,80.4,72.0,Partly Cloudy,Gentle breeze (8-12 mph),Moderate effect on count,1,Prince William Forest Park,4,Apr,Spring,Early Morning (<7am),125.0,Not Listed
PRWI,PRWI-3,PRWI Site 2,PRWI-P04,Grassland,2021,2021-04-21,05:45:00,05:54:00,A. Rivera,3,2.5-5 min,Visualization,> 100 Meters,False,Female,Blue Jay,Cyanocitta cristata,179738,NPS-BLJA,BLJA,False,False,72.6,74.0,Clear,Light air (1-3 mph),Slight effect on count,1,Prince William Forest Park,4,Apr,Spring,Early Morning (<7am),125.0,Not Listed
PRWI,PRWI-1,PRWI Site 3,PRWI-P04,Grassland,2024,2024-04-12,07:40:00,07:48:00,L. Martin,2,2.5-5 min,Calling,> 100 Meters,False,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179226,NPS-GRSP,GRSP,True,True,75.8,43.0,Clear,Light air (1-3 mph),Slight effect on count,1,Prince William Forest Park,4,Apr,Spring,Morning (7-9am),125.0,At-Risk (Watchlist)
